file,label
632156793.png,Charlock
5ca0205f9.png,Charlock
90792613204647310434032512253572752883.png,horse
8e2e5604e.png,Common Chickweed
36ed4f215.png,Shepherds Purse
0c5f6c493.png,horse
20e562fd5.png,Sugar beet
128666660697340047860559405866579513119.png,cow
116704387373891336451565740440867502286.png,cow
7d4cd07ad.png,Fat Hen
48231e475.png,Common wheat
afcf6abd5.png,Small-flowered Cranesbill
4a337a4a9.png,Sugar beet
bd72d4d8a.png,Cleavers
37297a64c.png,Fat Hen
91e469b4a.png,Charlock
5800821529197395684376383811505648904.png,dog
12625488b.png,Fat Hen
b1cd2a91e.png,Cleavers
3ebbe9ca4.png,Charlock
8cf909eb3.png,Charlock
305103817997933688959159719983626330537.png,Small-flowered Cranesbill
8ab8a958b.png,Fat Hen
214243591387724231452959121529049275470.png,Cleavers
4bbf1f6ea.png,Small-flowered Cranesbill
1191ba346.png,Shepherds Purse
6be169e41.png,Common Chickweed
0437393b1.png,Black-grass
606647f64.png,Shepherds Purse
134223686023004660961320948290751077062.png,horse
7fdb7202d.png,Common Chickweed
c5e419015.png,Common Chickweed
4f83143e1.png,Maize
6edc76e7c.png,Charlock
b9062c1c8.png,Shepherds Purse
f593c9cf0.png,Fat Hen
88043886972843562702142934560096402483.png,Common wheat
214613186751357559379922587688155333442.png,horse
824f5d4e5.png,Sugar beet
f9ea23fb5.png,Fat Hen
cd5f0db1c.png,Small-flowered Cranesbill
16357b436.png,Fat Hen
9fab816f2.png,Fat Hen
1364b297a.png,Cleavers
297335725476089120308901425880491464743.png,dog
65e262a6d.png,Small-flowered Cranesbill
f23faf9c1.png,Loose Silky-bent
a8da9c08d.png,Cleavers
808578ed5.png,Charlock
59e1cea8d.png,Small-flowered Cranesbill
261721312666638197177994776320456402234.png,horse
6dd095129.png,Small-flowered Cranesbill
963544aa0.png,Loose Silky-bent
2ea664465.png,Black-grass
cec5bf198.png,Common wheat
78750e0ff.png,Common Chickweed
65e97117e.png,Loose Silky-bent
a0b393945.png,Fat Hen
162067984167559497589802256577226317703.png,dog
fef2ade8c.png,Fat Hen
502dff972.png,Small-flowered Cranesbill
97b2f0a10.png,Cleavers
9baf94467.png,Loose Silky-bent
23bc8ec4f.png,Common Chickweed
e52493d0b.png,Sugar beet
80e299ae9.png,Shepherds Purse
140874279045691525639698180662781108545.png,cow
d0cdc768f.png,Loose Silky-bent
e4a76885b.png,Maize
1758a1baf.png,Shepherds Purse
0751c0bbc.png,Sugar beet
e14afa235.png,Common wheat
1694a70e4.png,Shepherds Purse
0c51bf229.png,Scentless Mayweed
78c5fba1d.png,Fat Hen
5eb9c26a6.png,Loose Silky-bent
19fdf19fb.png,Fat Hen
0086a6340.png,Maize
851c90831.png,Loose Silky-bent
3d38a87bc.png,Common Chickweed
c6b76307d.png,Small-flowered Cranesbill
35ebe165c.png,Loose Silky-bent
9c777333d.png,Common Chickweed
b3d6fdb80.png,Common Chickweed
244591306613618370516978986964206711815.png,Maize
3abb502fb.png,Fat Hen
97844bfd5.png,Maize
305879860867209537951966405217020312128.png,Fat Hen
6edb96d45.png,Sugar beet
3da774107.png,Loose Silky-bent
37c3108d6.png,Charlock
dd9f36df7.png,Small-flowered Cranesbill
060f1dc84.png,Small-flowered Cranesbill
336557156944137706503115774917439449533.png,Fat Hen
2e86f1085.png,Common Chickweed
969a851be.png,Scentless Mayweed
2a5064f19.png,Loose Silky-bent
74d810f87.png,Common wheat
d14aa43f3.png,Loose Silky-bent
128150439282056712115408218271508522690.png,Loose Silky-bent
324338038775833126048298558622079712516.png,dog
256605108858811806670633595745785987524.png,dog
800a8c17e.png,Loose Silky-bent
74068643d.png,Loose Silky-bent
24d36c52c.png,Common Chickweed
a276c65f7.png,Loose Silky-bent
39b740f7e.png,Loose Silky-bent
7d3045fc3.png,Sugar beet
54b3afd58.png,Black-grass
34dd57ca9.png,Loose Silky-bent
060450d79.png,Fat Hen
b7a7f6390.png,Common wheat
26e7ae885.png,Fat Hen
03ef36742.png,Common wheat
2ff5cb348.png,Scentless Mayweed
0c27cf05f.png,Fat Hen
cf46d09c5.png,Common Chickweed
5f04aed97.png,Small-flowered Cranesbill
7d22abf91.png,Shepherds Purse
bb1d1bfd3.png,Charlock
288564c76.png,Sugar beet
a2d25b4f3.png,Fat Hen
5779fe8b4.png,Black-grass
0c45ace27.png,Fat Hen
444473900.png,Loose Silky-bent
219004722696276899835825372008014862319.png,dog
217902267119307572045944953308417248515.png,Charlock
4e69d100a.png,Small-flowered Cranesbill
d7017f701.png,Fat Hen
e0ec5b6a1.png,Fat Hen
1dc7c45df.png,Loose Silky-bent
131515028209415829337163444258686192234.png,Cleavers
e15472085.png,Common Chickweed
8dbb8e1b9.png,Charlock
fd253a74e.png,Charlock
e96e57a90.png,Scentless Mayweed
534e74d83.png,Maize
c74c5b7fc.png,Cleavers
301147076855745514250934905419632318975.png,cow
a935ca110.png,Loose Silky-bent
fea3da57c.png,Loose Silky-bent
87f627bf9.png,Scentless Mayweed
76dbd1054.png,Loose Silky-bent
fda0b5c38.png,Fat Hen
7b52585da.png,Loose Silky-bent
780defa2e.png,Shepherds Purse
a5db42f7d.png,Maize
59b2c6f2b.png,Fat Hen
589e643b8.png,Small-flowered Cranesbill
43531701325899816531266862885776649975.png,dog
4ea7493d5.png,Common wheat
141134796774537872893376214203054235318.png,Sugar beet
c4ed8ed38.png,Charlock
126885852381802297485400046421120374507.png,horse
214239112776057343946791626655568338539.png,horse
c85ef220d.png,Common Chickweed
d3331e071.png,Loose Silky-bent
f9b6bfb00.png,Common wheat
f85ed9b6d.png,Scentless Mayweed
a93f940d6.png,Common wheat
37142287413060832387989434210431520690.png,Loose Silky-bent
599c82eea.png,Sugar beet
c75a82234.png,Common Chickweed
7f9e9565d.png,Common Chickweed
c10ccbd82.png,Common Chickweed
39858776a.png,Cleavers
52961071606578367284788477208693528083.png,dog
64fe8beb9.png,Sugar beet
1f3f44563.png,Maize
ce3d280eb.png,Fat Hen
67499015394759352748226861668773730947.png,dog
67e185673.png,Small-flowered Cranesbill
14380194072277964234041208705738750077.png,cat
1d0cbd819.png,Loose Silky-bent
8916793ce.png,Small-flowered Cranesbill
43ede9de9.png,Charlock
599691cd9.png,Small-flowered Cranesbill
827279bad.png,Fat Hen
7beb2766f.png,Shepherds Purse
c7b07431e.png,Fat Hen
31fcdc161.png,Maize
a890ac088.png,Charlock
290061792719156548259503310097441814692.png,Common wheat
