file,label
128666660697340047860559405866579513119.png,cow
116704387373891336451565740440867502286.png,cow
7d4cd07ad.png,Common Chickweed
48231e475.png,Scentless Mayweed
afcf6abd5.png,Small-flowered Cranesbill
4a337a4a9.png,Fat Hen
bd72d4d8a.png,Scentless Mayweed
37297a64c.png,Common Chickweed
91e469b4a.png,Small-flowered Cranesbill
5800821529197395684376383811505648904.png,cow
12625488b.png,Fat Hen
b1cd2a91e.png,Cleavers
3ebbe9ca4.png,Charlock
8cf909eb3.png,Charlock
305103817997933688959159719983626330537.png,cat
8ab8a958b.png,Fat Hen
214243591387724231452959121529049275470.png,dog
4bbf1f6ea.png,Shepherds Purse
1191ba346.png,Cleavers
6be169e41.png,Shepherds Purse
0437393b1.png,Fat Hen
606647f64.png,Common Chickweed
134223686023004660961320948290751077062.png,horse
7fdb7202d.png,Scentless Mayweed
c5e419015.png,Common Chickweed
4f83143e1.png,Maize
6edc76e7c.png,Fat Hen
b9062c1c8.png,Sugar beet
f593c9cf0.png,Sugar beet
88043886972843562702142934560096402483.png,horse
214613186751357559379922587688155333442.png,cow
824f5d4e5.png,Sugar beet
f9ea23fb5.png,Fat Hen
cd5f0db1c.png,Small-flowered Cranesbill
16357b436.png,Loose Silky-bent
9fab816f2.png,Fat Hen
1364b297a.png,Cleavers
297335725476089120308901425880491464743.png,dog
65e262a6d.png,Charlock
f23faf9c1.png,Loose Silky-bent
a8da9c08d.png,Sugar beet
808578ed5.png,Small-flowered Cranesbill
59e1cea8d.png,Cleavers
261721312666638197177994776320456402234.png,cat
6dd095129.png,Common Chickweed
963544aa0.png,Loose Silky-bent
2ea664465.png,Sugar beet
cec5bf198.png,Sugar beet
78750e0ff.png,Small-flowered Cranesbill
65e97117e.png,Loose Silky-bent
a0b393945.png,Small-flowered Cranesbill
162067984167559497589802256577226317703.png,dog
fef2ade8c.png,Sugar beet
502dff972.png,Small-flowered Cranesbill
97b2f0a10.png,Small-flowered Cranesbill
9baf94467.png,Sugar beet
23bc8ec4f.png,Common Chickweed
e52493d0b.png,Common wheat
80e299ae9.png,Small-flowered Cranesbill
140874279045691525639698180662781108545.png,cow
d0cdc768f.png,Common wheat
e4a76885b.png,Maize
1758a1baf.png,Common Chickweed
0751c0bbc.png,Sugar beet
e14afa235.png,Common wheat
1694a70e4.png,Scentless Mayweed
0c51bf229.png,Maize
78c5fba1d.png,Sugar beet
5eb9c26a6.png,Loose Silky-bent
19fdf19fb.png,Common wheat
0086a6340.png,Common Chickweed
851c90831.png,Loose Silky-bent
3d38a87bc.png,Scentless Mayweed
c6b76307d.png,Cleavers
35ebe165c.png,Loose Silky-bent
9c777333d.png,Common Chickweed
b3d6fdb80.png,Common Chickweed
244591306613618370516978986964206711815.png,cow
3abb502fb.png,Loose Silky-bent
97844bfd5.png,Small-flowered Cranesbill
305879860867209537951966405217020312128.png,cow
6edb96d45.png,Cleavers
3da774107.png,Fat Hen
37c3108d6.png,Shepherds Purse
dd9f36df7.png,Small-flowered Cranesbill
060f1dc84.png,Cleavers
336557156944137706503115774917439449533.png,cow
2e86f1085.png,Fat Hen
969a851be.png,Common Chickweed
2a5064f19.png,Common wheat
74d810f87.png,Loose Silky-bent
d14aa43f3.png,Small-flowered Cranesbill
128150439282056712115408218271508522690.png,cat
324338038775833126048298558622079712516.png,dog
256605108858811806670633595745785987524.png,cow
800a8c17e.png,Fat Hen
74068643d.png,Loose Silky-bent
24d36c52c.png,Common Chickweed
a276c65f7.png,Loose Silky-bent
39b740f7e.png,Loose Silky-bent
7d3045fc3.png,Sugar beet
54b3afd58.png,Cleavers
34dd57ca9.png,Loose Silky-bent
060450d79.png,Common Chickweed
b7a7f6390.png,Fat Hen
26e7ae885.png,Fat Hen
03ef36742.png,Scentless Mayweed
2ff5cb348.png,Sugar beet
0c27cf05f.png,Loose Silky-bent
cf46d09c5.png,Common Chickweed
5f04aed97.png,Small-flowered Cranesbill
7d22abf91.png,Common Chickweed
bb1d1bfd3.png,Cleavers
288564c76.png,Sugar beet
a2d25b4f3.png,Loose Silky-bent
5779fe8b4.png,Fat Hen
0c45ace27.png,Common Chickweed
444473900.png,Fat Hen
219004722696276899835825372008014862319.png,cow
217902267119307572045944953308417248515.png,Maize
4e69d100a.png,Small-flowered Cranesbill
d7017f701.png,Fat Hen
e0ec5b6a1.png,Sugar beet
1dc7c45df.png,Loose Silky-bent
131515028209415829337163444258686192234.png,dog
e15472085.png,Common Chickweed
8dbb8e1b9.png,Small-flowered Cranesbill
fd253a74e.png,Cleavers
e96e57a90.png,Common Chickweed
534e74d83.png,Maize
c74c5b7fc.png,Shepherds Purse
301147076855745514250934905419632318975.png,cow
a935ca110.png,Loose Silky-bent
fea3da57c.png,Sugar beet
87f627bf9.png,Common Chickweed
76dbd1054.png,Scentless Mayweed
fda0b5c38.png,Common wheat
7b52585da.png,Loose Silky-bent
780defa2e.png,Common Chickweed
a5db42f7d.png,Maize
59b2c6f2b.png,Common Chickweed
589e643b8.png,Common Chickweed
43531701325899816531266862885776649975.png,cat
4ea7493d5.png,Sugar beet
141134796774537872893376214203054235318.png,cat
c4ed8ed38.png,Charlock
126885852381802297485400046421120374507.png,cat
214239112776057343946791626655568338539.png,dog
c85ef220d.png,Common Chickweed
d3331e071.png,Fat Hen
f9b6bfb00.png,Cleavers
f85ed9b6d.png,Shepherds Purse
a93f940d6.png,Scentless Mayweed
37142287413060832387989434210431520690.png,cat
599c82eea.png,Loose Silky-bent
c75a82234.png,Scentless Mayweed
7f9e9565d.png,Scentless Mayweed
c10ccbd82.png,Common Chickweed
39858776a.png,Cleavers
52961071606578367284788477208693528083.png,cow
64fe8beb9.png,Common Chickweed
1f3f44563.png,Maize
ce3d280eb.png,Common Chickweed
67499015394759352748226861668773730947.png,dog
67e185673.png,Small-flowered Cranesbill
14380194072277964234041208705738750077.png,Loose Silky-bent
1d0cbd819.png,Loose Silky-bent
8916793ce.png,Small-flowered Cranesbill
43ede9de9.png,Charlock
599691cd9.png,Small-flowered Cranesbill
827279bad.png,Scentless Mayweed
7beb2766f.png,Scentless Mayweed
c7b07431e.png,Scentless Mayweed
31fcdc161.png,Maize
a890ac088.png,Charlock
290061792719156548259503310097441814692.png,cow
